File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF945IST	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR918EFA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-859'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/126295/'], '@type': ['Target', 'Item'], 'name': 'ZNF57-human', 'label': 'ZNF57', '@id': '/targets/ZNF57-human/', 'title': 'ZNF57 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '460e205d-9412-4887-8cfd-a0c0e0545cf5', 'status': 'released'}				ZNF57-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF518BNZ/, /files/ENCFF781QKD/, /files/ENCFF174OKT/, /files/ENCFF356LFX/	41937	ENCODE Processing Pipeline	c063fcb672da982bcbbc174c2ed02a3a		https://www.encodeproject.org/files/ENCFF945IST/@@download/ENCFF945IST.bed.gz				released	s3://encode-public/2020/07/03/4b736dd4-e4f7-4c3a-abd4-12c74ff8d5fa/ENCFF945IST.bed.gz	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF887ZDT	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR236JZN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1245'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/54807/'], '@type': ['Target', 'Item'], 'name': 'ZNF586-human', 'label': 'ZNF586', '@id': '/targets/ZNF586-human/', 'title': 'ZNF586 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '465006bd-4e7a-40a1-bbfe-7767256e7bb5', 'status': 'released'}				ZNF586-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF889KOP/, /files/ENCFF356LFX/, /files/ENCFF174OKT/, /files/ENCFF676JZX/	32026	ENCODE Processing Pipeline	9f3dda7582266b9eb8fce327af8ba2d9		https://www.encodeproject.org/files/ENCFF887ZDT/@@download/ENCFF887ZDT.bed.gz				released	s3://encode-public/2020/07/04/1c9d6e07-7c6f-47d5-83ca-2a76480dfcf5/ENCFF887ZDT.bed.gz	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF435MHH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR002ZGC	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1542'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7988/'], '@type': ['Target', 'Item'], 'name': 'ZNF212-human', 'label': 'ZNF212', '@id': '/targets/ZNF212-human/', 'title': 'ZNF212 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6977b998-088b-4770-8c54-76abb9c700cf', 'status': 'released'}				ZNF212-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF903OPJ/, /files/ENCFF920KSZ/, /files/ENCFF356LFX/	47936	ENCODE Processing Pipeline	065cb67bf1f365bcaf24edf734a9a5a4		https://www.encodeproject.org/files/ENCFF435MHH/@@download/ENCFF435MHH.bed.gz				released	s3://encode-public/2020/07/07/ccd0549c-2e99-4859-a817-1f18c8765c52/ENCFF435MHH.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF232TVP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR448TVS	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:FOSL2'], 'aliases': ['michael-snyder:TS-95'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2355/'], '@type': ['Target', 'Item'], 'label': 'FOSL2', 'title': 'FOSL2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6bc403bc-72ba-4a2d-a0cb-70b798666aca', 'schema_version': '14', 'name': 'FOSL2-human', '@id': '/targets/FOSL2-human/', 'status': 'released'}				FOSL2-human	DNA				formaldehyde		2020-07-16	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF135IES/, /files/ENCFF086IDH/, /files/ENCFF356LFX/, /files/ENCFF319YEI/	761172	ENCODE Processing Pipeline	f39e9fe1678ab066e5a1bc855ae721ab		https://www.encodeproject.org/files/ENCFF232TVP/@@download/ENCFF232TVP.bed.gz				released	s3://encode-public/2020/07/09/df76be8c-baa5-4f24-b73c-3e8a77cbaefb/ENCFF232TVP.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents, moderate library complexity, mild to moderate bottlenecking		
ENCFF118ECK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR054JMQ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:REST'], 'aliases': ['michael-snyder:TS-29'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/5978/'], '@type': ['Target', 'Item'], 'label': 'REST', 'title': 'REST (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '059dda06-b6ba-41d7-bac9-970a237ce857', 'schema_version': '14', 'name': 'REST-human', '@id': '/targets/REST-human/', 'status': 'released'}				REST-human	DNA				formaldehyde		2020-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF356LFX/, /files/ENCFF836KET/, /files/ENCFF505TWV/	190810	ENCODE Processing Pipeline	20b6edf4fc2dc85c41234e1fac95a6d2		https://www.encodeproject.org/files/ENCFF118ECK/@@download/ENCFF118ECK.bed.gz				released	s3://encode-public/2020/07/01/8bf7d20f-658d-4725-8e40-ff4a08efa559/ENCFF118ECK.bed.gz	ENCODE4 v1.4.0 GRCh38	released	low read depth, mild to moderate bottlenecking		
ENCFF438MZI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR367KYL	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23051/'], '@type': ['Target', 'Item'], 'name': 'ZHX3-human', 'label': 'ZHX3', '@id': '/targets/ZHX3-human/', 'title': 'ZHX3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '2bbf430b-ee62-4cdb-b735-0d280b986340', 'status': 'released'}				ZHX3-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF889RHY/, /files/ENCFF356LFX/, /files/ENCFF723HPB/, /files/ENCFF604XFB/	114816	ENCODE Processing Pipeline	19b003bb2163d4d4de34a0f6913d15f7		https://www.encodeproject.org/files/ENCFF438MZI/@@download/ENCFF438MZI.bed.gz				released	s3://encode-public/2020/07/01/e69af97b-11e8-4df0-97df-7f32f4b8f1e5/ENCFF438MZI.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, borderline replicate concordance		
ENCFF750AGR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR426PTT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4303/'], '@type': ['Target', 'Item'], 'name': 'FOXO4-human', 'label': 'FOXO4', '@id': '/targets/FOXO4-human/', 'title': 'FOXO4 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'bcea64e3-021f-4291-9d55-f858f8200c4f', 'status': 'released'}				FOXO4-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF298IFX/, /files/ENCFF965FTK/, /files/ENCFF174OKT/, /files/ENCFF356LFX/	53287	ENCODE Processing Pipeline	2edf89f24c7bcf4ea3130c9e1c67907b		https://www.encodeproject.org/files/ENCFF750AGR/@@download/ENCFF750AGR.bed.gz				released	s3://encode-public/2020/07/03/68144f07-f37f-4391-a95f-f769c875d7a6/ENCFF750AGR.bed.gz	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF588CXX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR536CBU	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-704'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/221504/'], '@type': ['Target', 'Item'], 'name': 'ZBTB9-human', 'label': 'ZBTB9', '@id': '/targets/ZBTB9-human/', 'title': 'ZBTB9 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e6d0b2fa-e0cd-4487-b7a7-e2f1a551bb3e', 'status': 'released'}				ZBTB9-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF356LFX/, /files/ENCFF216FAB/, /files/ENCFF380GKY/	275972	ENCODE Processing Pipeline	c4faaf3e805d2fcfd7c9037fdb768174		https://www.encodeproject.org/files/ENCFF588CXX/@@download/ENCFF588CXX.bed.gz				released	s3://encode-public/2020/07/01/352f8d6c-d5f3-4134-a706-ad7861e38dd3/ENCFF588CXX.bed.gz	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF772SCR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR249EYB	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:FOSL2'], 'aliases': ['michael-snyder:TS-95'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2355/'], '@type': ['Target', 'Item'], 'label': 'FOSL2', 'title': 'FOSL2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6bc403bc-72ba-4a2d-a0cb-70b798666aca', 'schema_version': '14', 'name': 'FOSL2-human', '@id': '/targets/FOSL2-human/', 'status': 'released'}				FOSL2-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF755URV/, /files/ENCFF356LFX/, /files/ENCFF723HPB/, /files/ENCFF356HYW/	857397	ENCODE Processing Pipeline	401ab0405624eef3141cd95bb32f0496		https://www.encodeproject.org/files/ENCFF772SCR/@@download/ENCFF772SCR.bed.gz				released	s3://encode-public/2020/07/02/aee24ff9-7201-4c74-9026-86cdb91c4df2/ENCFF772SCR.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF278CIM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR118LGS	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9819/'], '@type': ['Target', 'Item'], 'name': 'TSC22D2-human', 'label': 'TSC22D2', '@id': '/targets/TSC22D2-human/', 'title': 'TSC22D2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '719f2c2d-bd5e-49f5-ac41-7a7f410602cc', 'status': 'released'}				TSC22D2-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF334KGV/, /files/ENCFF723HPB/, /files/ENCFF899RRU/, /files/ENCFF356LFX/	216703	ENCODE Processing Pipeline	7dc1852898023da2cc412736de6a29e3		https://www.encodeproject.org/files/ENCFF278CIM/@@download/ENCFF278CIM.bed.gz				released	s3://encode-public/2020/08/21/2e37469f-1dd7-4c6d-a4b5-9c91715eabfe/ENCFF278CIM.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF493LZB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR187RGF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1179'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/57116/'], '@type': ['Target', 'Item'], 'name': 'ZNF695-human', 'label': 'ZNF695', '@id': '/targets/ZNF695-human/', 'title': 'ZNF695 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'd7c3d714-aba1-481f-b720-a3f592f5cb2b', 'status': 'released'}				ZNF695-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF768IBD/, /files/ENCFF614RWC/, /files/ENCFF356LFX/	33698	ENCODE Processing Pipeline	f0fbbd4b2c2c0374bcedac5e3579ac1e		https://www.encodeproject.org/files/ENCFF493LZB/@@download/ENCFF493LZB.bed.gz				released	s3://encode-public/2020/07/03/1237f67d-232d-4ded-8bb7-fb5eac4260f4/ENCFF493LZB.bed.gz	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF409PJJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR711KBM	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7559/'], '@type': ['Target', 'Item'], 'name': 'ZNF12-human', 'label': 'ZNF12', '@id': '/targets/ZNF12-human/', 'title': 'ZNF12 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'bd458a87-dd05-4043-a562-52f70ed95e63', 'status': 'released'}				ZNF12-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF545OLF/, /files/ENCFF210UHQ/, /files/ENCFF568XQY/	312953	ENCODE Processing Pipeline	9ac738227db0a91f42f95291e5d277f2		https://www.encodeproject.org/files/ENCFF409PJJ/@@download/ENCFF409PJJ.bed.gz				released	s3://encode-public/2020/06/26/7dda0798-892f-451f-90fa-8eefa9050208/ENCFF409PJJ.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents		
ENCFF623DVC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR369TCR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1223'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55422/'], '@type': ['Target', 'Item'], 'name': 'ZNF331-human', 'label': 'ZNF331', '@id': '/targets/ZNF331-human/', 'title': 'ZNF331 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f98a933c-d8f4-4eb5-8ef4-770d52cc984b', 'status': 'released'}				ZNF331-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF723HPB/, /files/ENCFF517TUV/, /files/ENCFF971OVT/	534500	ENCODE Processing Pipeline	f6226b3d77cdae7766ac0c960dc7d72d		https://www.encodeproject.org/files/ENCFF623DVC/@@download/ENCFF623DVC.bed.gz				released	s3://encode-public/2020/07/01/344024d2-efe2-4e52-a63a-b8663d3d3bd4/ENCFF623DVC.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF645OCW	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR258PSN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ZNF639'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51193/'], '@type': ['Target', 'Item'], 'label': 'ZNF639', 'title': 'ZNF639 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'b595db24-0bb6-47e7-abaa-a46f4f692c87', 'schema_version': '14', 'name': 'ZNF639-human', '@id': '/targets/ZNF639-human/', 'status': 'released'}				ZNF639-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF267OKZ/, /files/ENCFF198XCA/, /files/ENCFF930AKF/, /files/ENCFF356LFX/	22609	ENCODE Processing Pipeline	31eba7488883f23341ee704265ebadf8		https://www.encodeproject.org/files/ENCFF645OCW/@@download/ENCFF645OCW.bed.gz				released	s3://encode-public/2020/06/27/e592cd3d-d827-4706-8ca3-ec06d38d8e35/ENCFF645OCW.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents		
ENCFF920PLY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR068ZQR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/27153/'], '@type': ['Target', 'Item'], 'name': 'ZNF777-human', 'label': 'ZNF777', '@id': '/targets/ZNF777-human/', 'title': 'ZNF777 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '26f72603-ec74-428a-8e87-664229f0f8cb', 'status': 'released'}				ZNF777-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF423RKN/, /files/ENCFF657NDS/, /files/ENCFF229XTX/	386649	ENCODE Processing Pipeline	40eba2f8ec4dc3d577dc718593ba307f		https://www.encodeproject.org/files/ENCFF920PLY/@@download/ENCFF920PLY.bed.gz				released	s3://encode-public/2020/07/07/8e496310-1938-4292-b4de-bd57a8c77ded/ENCFF920PLY.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF625WYP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR180MUU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6239/'], '@type': ['Target', 'Item'], 'name': 'RREB1-human', 'label': 'RREB1', '@id': '/targets/RREB1-human/', 'title': 'RREB1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '1c43d0ef-d0dd-4d82-9dab-1dd4465745a3', 'status': 'released'}				RREB1-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF474DUQ/, /files/ENCFF356LFX/, /files/ENCFF270JJQ/, /files/ENCFF723HPB/	382762	ENCODE Processing Pipeline	ee632ea759649f1187f376f34adea9d2		https://www.encodeproject.org/files/ENCFF625WYP/@@download/ENCFF625WYP.bed.gz				released	s3://encode-public/2020/08/21/f8520a3c-4169-4f77-9a9c-4b25a3f21aea/ENCFF625WYP.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance		
ENCFF065ZRF	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR754ALX	TF ChIP-seq	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens	all-trans-retinoic acid	6 μM	48 hour	CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-810'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/147929/'], '@type': ['Target', 'Item'], 'name': 'ZNF565-human', 'label': 'ZNF565', '@id': '/targets/ZNF565-human/', 'title': 'ZNF565 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'ca4ab5b6-b3a4-4fa2-8a30-b68667650a10', 'status': 'released'}				ZNF565-human	DNA				formaldehyde		2020-07-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF592HDI/, /files/ENCFF085RVF/, /files/ENCFF214PRE/	48151	ENCODE Processing Pipeline	197ee11504b7d6f0184924f1809093bd		https://www.encodeproject.org/files/ENCFF065ZRF/@@download/ENCFF065ZRF.bed.gz				released	s3://encode-public/2020/07/06/41327243-69e3-462e-a1e8-c8aa114a1f0f/ENCFF065ZRF.bed.gz	ENCODE4 v1.5.0 GRCh38	released	moderate library complexity, low read depth, mild to moderate bottlenecking		
ENCFF683CTP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR357YPP	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1589'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7678/'], '@type': ['Target', 'Item'], 'name': 'ZNF124-human', 'label': 'ZNF124', '@id': '/targets/ZNF124-human/', 'title': 'ZNF124 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '1aeb7ae9-5865-4a6a-97c8-225196c163a0', 'status': 'released'}				ZNF124-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF400WEI/, /files/ENCFF811HEC/, /files/ENCFF356LFX/, /files/ENCFF723HPB/	278410	ENCODE Processing Pipeline	8a5e8fcac4ecd15d8084047606faccf1		https://www.encodeproject.org/files/ENCFF683CTP/@@download/ENCFF683CTP.bed.gz				released	s3://encode-public/2020/07/06/cfea0a26-55f4-4737-877e-17220a7a3407/ENCFF683CTP.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
